reporting_period,maintenance_activity,maintenance_asset_category,measure_asset_quantity,source_unit,asset_quantity_at_year_end,quantity_inspected_maintained,average_age_of_asset_group,inspection_cycle_years,maintenance_cycle_years,source_workbook,source_sheet,source_row,business,landing_page_url,source_page_url,metadata_match_status,maintenance_activity_resolved,activity_resolution_status,activity_anchor_source_row,row_classification,analytic_row_eligible,maintenance_activity_standard_id,maintenance_activity_standard,maintenance_asset_standard_id,maintenance_asset_standard,activity_mapping_status,asset_mapping_status,quantity_unit_standard,quantity_scale_factor,quantity_unit_status,asset_quantity_at_year_end_standard,asset_quantity_at_year_end_status,quantity_inspected_maintained_standard,quantity_inspected_maintained_status,average_age_of_asset_group_standard,average_age_of_asset_group_status,inspection_cycle_years_standard,inspection_cycle_years_status,maintenance_cycle_years_standard,maintenance_cycle_years_status
2022-23,Transmission lines maintenance,Transmission towers,Number of towers,0's,13196.0,14662.222222222224,52.79770934466019,1.0,9.0,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,12,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,13196.0,numeric,14662.222222222224,numeric,52.79770934466019,numeric,1.0,numeric,9.0,numeric
2022-23,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,70616.0,47077.333333333336,50.040933521018616,3.0,3.0,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,13,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,70616.0,numeric,47077.333333333336,numeric,50.040933521018616,numeric,3.0,numeric,3.0,numeric
2022-23,Transmission lines maintenance,Conductors,Route length,km,6611.465,2203.8216666666667,46.17143016090654,3.0,0.0,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,14,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,6611.465,numeric,2203.8216666666667,numeric,46.17143016090654,numeric,3.0,numeric,0.0,numeric
2022-23,Transmission lines maintenance,Transmission cables,Route length,km,8.542370333333333,17.084740666666665,29.135,1.0,1.0,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,15,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,8.542370333333333,numeric,17.084740666666665,numeric,29.135,numeric,1.0,numeric,1.0,numeric
2022-23,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1218.0,8005.0,21.963875833424417,1.0,6.0,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,16,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1218.0,numeric,8005.0,numeric,21.963875833424417,numeric,1.0,numeric,6.0,numeric
2022-23,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,184.0,2095.0,28.10122699386503,1.0,4.0,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,17,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,184.0,numeric,2095.0,numeric,28.10122699386503,numeric,1.0,numeric,4.0,numeric
2022-23,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,47.0,1857.0,41.96521739130435,0.083,0.5,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,18,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,47.0,numeric,1857.0,numeric,41.96521739130435,numeric,0.083,numeric,0.5,numeric
2022-23,SCADA & network control maintenance,SCADA & network control maintenance,Units,,20981.11759000001,10490.558795000004,19.335684559751524,4.0,4.0,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,19,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,20981.11759000001,numeric,10490.558795000004,numeric,19.335684559751524,numeric,4.0,numeric,4.0,numeric
2022-23,Protection systems maintenance,Protection systems maintenance,Units,,6680.999999999999,4453.999999999999,16.09722464688453,3.0,3.0,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,20,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,6680.999999999999,numeric,4453.999999999999,numeric,16.09722464688453,numeric,3.0,numeric,3.0,numeric
2022-23,Other maintenance activity ,,,,,,,,,Ausnet Services (ET) 2022-23 - Category Analysis - RIN Response - Consolidated - 28 July 2023 - PUBLIC(15600825.1).xlsx,2.8 Maintenance,21,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Other maintenance activity ,submitted,21,empty_template_row,False,,,,,not_applicable,not_applicable,,,not_applicable,,blank,,blank,,blank,,blank,,blank
2023-24,Transmission lines maintenance,Transmission towers,Number of towers,number,13180.0,14644.444444444443,53.75386949924128,1.0,9.0,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,13,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,13180.0,numeric,14644.444444444443,numeric,53.75386949924128,numeric,1.0,numeric,9.0,numeric
2023-24,Transmission lines maintenance,Transmission tower support structures,Number of towers,number,62770.0,41846.66666666666,50.88018161542138,3.0,3.0,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,14,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,62770.0,numeric,41846.66666666666,numeric,50.88018161542138,numeric,3.0,numeric,3.0,numeric
2023-24,Transmission lines maintenance,Conductors,Route length,km,6533.498306666666,2177.832768888889,47.1287401205571,3.0,0.0,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,15,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,6533.498306666666,numeric,2177.832768888889,numeric,47.1287401205571,numeric,3.0,numeric,0.0,numeric
2023-24,Transmission lines maintenance,Transmission cables,Route length,km,8.542370333333333,17.084740666666665,30.134999999999994,1.0,1.0,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,16,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Transmission lines maintenance,submitted,16,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,8.542370333333333,numeric,17.084740666666665,numeric,30.134999999999994,numeric,1.0,numeric,1.0,numeric
2023-24,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,number,1058.0,2223.0,22.64871514488792,1.0,6.0,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,17,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1058.0,numeric,2223.0,numeric,22.64871514488792,numeric,1.0,numeric,6.0,numeric
2023-24,Substations equipment & property maintenance,Substation power transformers,Number of transformers,number,161.0,1635.0,28.30434782608696,1.0,4.0,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,18,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,161.0,numeric,1635.0,numeric,28.30434782608696,numeric,1.0,numeric,4.0,numeric
2023-24,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,number,47.0,997.0,42.96521739130435,0.083,0.5,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,19,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Substations equipment & property maintenance,submitted,19,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,47.0,numeric,997.0,numeric,42.96521739130435,numeric,0.083,numeric,0.5,numeric
2023-24,SCADA & network control maintenance,SCADA & network control maintenance,Units,,19503.181689999998,9751.590844999995,20.18886077118391,4.0,4.0,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,20,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,SCADA & network control maintenance,submitted,20,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,19503.181689999998,numeric,9751.590844999995,numeric,20.18886077118391,numeric,4.0,numeric,4.0,numeric
2023-24,Protection systems maintenance,Protection systems maintenance,Units,,5401.000000000001,3600.6666666666674,16.52988526491195,3.0,3.0,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,21,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Protection systems maintenance,submitted,21,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,5401.000000000001,numeric,3600.6666666666674,numeric,16.52988526491195,numeric,3.0,numeric,3.0,numeric
2023-24,Other maintenance activity ,,,,,,,,,Ausnet Services (ET) 2023-24 - Category Analysis - RIN Response - Consolidated - 26 July 2024 - PUBLIC(17069098.2).xlsx,2.8 Maintenance,22,AusNet Transmission,https://www.aer.gov.au/documents/ausnet-services-transmission-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/ausnet-services-t?page=4,validated_manifest_match,Other maintenance activity ,submitted,22,empty_template_row,False,,,,,not_applicable,not_applicable,,,not_applicable,,blank,,blank,,blank,,blank,,blank
2013-14,Transmission lines maintenance,Transmission towers,Number of towers (000's),,37.65,28.15,36.01,1.8,5.4,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,12,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1000.0,inferred_from_measure,37650.0,numeric,28150.0,numeric,36.01,numeric,1.8,numeric,5.4,numeric
2013-14,Transmission lines maintenance,Transmission tower support structures,Number of towers (000's),,0.0,0.0,0.0,0.0,0.0,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,13,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1000.0,inferred_from_measure,0.0,numeric,0.0,numeric,0.0,numeric,0.0,numeric,0.0,numeric
2013-14,Transmission lines maintenance,Conductors,Route length (km),,11258.618,47.486,36.384,7.2,0.0,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,14,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,inferred_from_measure,11258.618,numeric,47.486,numeric,36.384,numeric,7.2,numeric,0.0,numeric
2013-14,Transmission lines maintenance,Transmission cables,Route length (km),,51.437,51.437,18.889,0.003,0.75,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,15,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,inferred_from_measure,51.437,numeric,51.437,numeric,18.889,numeric,0.003,numeric,0.75,numeric
2013-14,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays (000's),,2.338,0.552,25.555603079555176,0.5,4.0,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,16,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1000.0,inferred_from_measure,2338.0,numeric,552.0,numeric,25.555603079555176,numeric,0.5,numeric,4.0,numeric
2013-14,Substations equipment & property maintenance,Substation power transformers,Number of transformers (000's),,0.223,0.206,20.721973,0.5,4.0,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,17,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1000.0,inferred_from_measure,223.0,numeric,206.0,numeric,20.721973,numeric,0.5,numeric,4.0,numeric
2013-14,Substations equipment & property maintenance,Substation property,Number of substation properties maintained (000's),,0.093,0.092,32.3,0.0833333333333333,0.25,Copy of D14-00150087(V02) - transgrid (t) 2013-14 - category analysis rin response - templates - consolidated - 31 october 2014 - public.xlsm,2.8 Maintenance,18,Transgrid,https://www.aer.gov.au/documents/transgrid-transmission-2013-14-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1000.0,inferred_from_measure,93.0,numeric,92.0,numeric,32.3,numeric,0.0833333333333333,numeric,0.25,numeric
